id,type,name,player_type,player_type_label,bot_style,bot_style_label,market_focus,algo_pattern,algo_label,capital,capital_label,aggressiveness,patience,sector_bias,defense_threshold,news_sensitivity,trade_frequency,stock_max_pct,bond_max_pct,derivative_max_pct,cash_min_pct,bond_grade,derivative_purpose,stock_style,bond_style,derivative_style,rationale,description
LP-OS-36,LP,Caxton Associates,PE_HEDGE,사모펀드,ACTIVE,액티브,OVERSEAS,MOMENTUM,모멘텀 가속형,150000000000000,150조,0.94,0.17,,99.0,0.92,0.85,44.2,9.9,43.4,9,고수익채 (정크본드),투기 (방향성 베팅),롱숏 전략. 강세주 매수·약세주 공매도. 모멘텀 타기. 레버리지 활용. 변동성이 수익의 원천.,고수익채(정크본드·딜런스드 디스트레스드 채권) 매입. 부도 위험이 높지만 수익률도 높은 채권 선호. 일부 헷징용 CDS 보유.,공격적 투기. 레버리지 옵션·크레딧 디폴트 스왑(CDS). 방향성 베팅 적극. 숏 선물로 하락 베팅. 변동성 매매(VIX)도 활용.,"헤지펀드는 절대 수익(Absolute Return)이 유일한 목표. 벤치마크 없음. 고객이 위험을 감수할 각오가 되어 있으므로 파생상품·정크본드 비율이 가장 높음. 단, 리스크 관리를 위해 일부 헷징은 병행.",매크로 헤지펀드. 모멘텀 가속화.
LP-OS-37,LP,Winton Group,PE_HEDGE,사모펀드,ACTIVE,액티브,OVERSEAS,MOMENTUM,모멘텀 가속형,100000000000000,100조,0.88,0.17,,99.0,0.91,0.85,55.8,12.4,32.6,8.9,고수익채 (정크본드),투기 (방향성 베팅),롱숏 전략. 강세주 매수·약세주 공매도. 모멘텀 타기. 레버리지 활용. 변동성이 수익의 원천.,고수익채(정크본드·딜런스드 디스트레스드 채권) 매입. 부도 위험이 높지만 수익률도 높은 채권 선호. 일부 헷징용 CDS 보유.,공격적 투기. 레버리지 옵션·크레딧 디폴트 스왑(CDS). 방향성 베팅 적극. 숏 선물로 하락 베팅. 변동성 매매(VIX)도 활용.,"헤지펀드는 절대 수익(Absolute Return)이 유일한 목표. 벤치마크 없음. 고객이 위험을 감수할 각오가 되어 있으므로 파생상품·정크본드 비율이 가장 높음. 단, 리스크 관리를 위해 일부 헷징은 병행.",CTA 트렌드 추종. 모멘텀.
LP-OS-38,LP,AQR Capital Management,PE_HEDGE,사모펀드,PASSIVE,패시브,OVERSEAS,ARBITRAGER,차익거래형,300000000000000,300조,0.51,0.11,,99.0,0.35,0.90,54.5,12.2,35.4,8.5,고수익채 (정크본드),투기 (방향성 베팅),롱숏 전략. 강세주 매수·약세주 공매도. 모멘텀 타기. 레버리지 활용. 변동성이 수익의 원천.,고수익채(정크본드·딜런스드 디스트레스드 채권) 매입. 부도 위험이 높지만 수익률도 높은 채권 선호. 일부 헷징용 CDS 보유.,공격적 투기. 레버리지 옵션·크레딧 디폴트 스왑(CDS). 방향성 베팅 적극. 숏 선물로 하락 베팅. 변동성 매매(VIX)도 활용.,"헤지펀드는 절대 수익(Absolute Return)이 유일한 목표. 벤치마크 없음. 고객이 위험을 감수할 각오가 되어 있으므로 파생상품·정크본드 비율이 가장 높음. 단, 리스크 관리를 위해 일부 헷징은 병행.",멀티팩터+차익. 방향성 중립.
LP-OS-39,LP,Jupiter Asset Management,INVESTMENT_TRUST,투신,ACTIVE,액티브,OVERSEAS,TREND_CHASER,트렌드 추종형,100000000000000,100조,0.73,0.49,,99.0,0.92,0.80,81.3,16.5,8.6,5.6,우량채권 (투자등급),헷징 (위험 회피),주도주·성장주 적극 추종. 펀드 벤치마크 초과 수익(Alpha) 추구. 섹터 로테이션 적극 활용.,투자등급(A- 이상) 회사채·국채. 펀드 안전자산 비중용. 정크본드 불매.,주로 헷징. 일부 ETF 선물로 섹터 비중 조정. 투기적 숏 포지션은 제한적.,펀드 수익률이 벤치마크(코스피/S&P500)를 이겨야 고객 자금이 유입됨. 따라서 주도주 추종이 핵심. 하지만 원본 손실 시 환매 급증 위험으로 파생상품은 헷징 위주로 제한.,영국 중소형 운용사. 액티브 트렌드 추종.
LP-OS-40,LP,M&G Investments,INSURANCE_BANK,보험/은행,PASSIVE,패시브,OVERSEAS,VALUE_HOLDER,가치 보유형,150000000000000,150조,0.14,0.91,,5.8,0.14,0.10,18.4,66.1,6.3,13.3,우량채권 (투자등급),헷징 (위험 회피),배당주·대형 우량주만. 시세 차익 추구 불가. 규제상 주식 비중 제한. K-ICS·솔벤시 규제 준수.,가장 보수적. 국채·AAA급 우량 회사채만. 만기 매칭(ALM) 원칙. 정크본드 절대 불매.,"순수 헷징. 이자율 변동 헷징(IR 스왑), 주식 하락 헷징(풋옵션). 투기적 포지션 규제상 금지.","보험료·예금은 고객에게 반드시 돌려주어야 할 돈. 규제(K-ICS, 솔벤시, 바젤)가 주식/파생상품 비중을 엄격히 제한. 원본 보전 + 규제 준수가 최우선이므로 채권 비중이 압도적으로 높음.",영국 보험사 운용. 보수적 가치 투자.
IB-01,LP,Goldman Sachs,IB,세계적 IB,ACTIVE,액티브,GLOBAL,MARKET_MAKER,마켓 메이킹형,3000000000000000,3000조,0.52,0.52,,99.0,0.55,0.90,36.1,25.7,26.4,10.5,혼합 (우량+일부 고수익),마켓 메이킹 (유동성 공급),프랍 트레이딩 + 마켓 메이킹 인벤토리. 기관 고객 주문 실행. 자기 자본으로 방향성 베팅도 일부 수행.,마켓 메이킹 인벤토리. 국채·회사채 모두 취급. 유통시장 유동성 공급 역할. 등급은 혼합 (고객 수요에 맞춤).,마켓 메이킹 + 차익거래. 고객 주문 헤징 + 자체 차익. 옵션 마켓 메이킹으로 바이델타 헤징. 변동성 매매도 일부.,투자은행은 자기 자본으로 시장 유동성을 공급하는 역할. 프랍 트레이딩으로 수익 추구 + 마켓 메이킹으로 수수료 수익. 파생상품은 고객 헤징 주문 처리 + 자체 차익용이므로 비율이 높지만 투기 목적은 아님.,세계 최대 투자은행. 프랍 트레이딩+시장 메이킹. 호가창 촘촘히 유지+차익거래.
IB-02,LP,Morgan Stanley,IB,세계적 IB,ACTIVE,액티브,GLOBAL,MARKET_MAKER,마켓 메이킹형,3000000000000000,3000조,0.46,0.62,,99.0,0.43,0.90,37.4,25.3,22.2,9.7,혼합 (우량+일부 고수익),마켓 메이킹 (유동성 공급),프랍 트레이딩 + 마켓 메이킹 인벤토리. 기관 고객 주문 실행. 자기 자본으로 방향성 베팅도 일부 수행.,마켓 메이킹 인벤토리. 국채·회사채 모두 취급. 유통시장 유동성 공급 역할. 등급은 혼합 (고객 수요에 맞춤).,마켓 메이킹 + 차익거래. 고객 주문 헤징 + 자체 차익. 옵션 마켓 메이킹으로 바이델타 헤징. 변동성 매매도 일부.,투자은행은 자기 자본으로 시장 유동성을 공급하는 역할. 프랍 트레이딩으로 수익 추구 + 마켓 메이킹으로 수수료 수익. 파생상품은 고객 헤징 주문 처리 + 자체 차익용이므로 비율이 높지만 투기 목적은 아님.,투자은행. 시장 메이킹+기관 주문 실행. 호가 유동성 공급.
IB-03,LP,JPMorgan Chase (IB),IB,세계적 IB,ACTIVE,액티브,GLOBAL,MARKET_MAKER,마켓 메이킹형,3000000000000000,3000조,0.45,0.61,,99.0,0.49,0.90,39.5,26.5,23.9,11.6,혼합 (우량+일부 고수익),마켓 메이킹 (유동성 공급),프랍 트레이딩 + 마켓 메이킹 인벤토리. 기관 고객 주문 실행. 자기 자본으로 방향성 베팅도 일부 수행.,마켓 메이킹 인벤토리. 국채·회사채 모두 취급. 유통시장 유동성 공급 역할. 등급은 혼합 (고객 수요에 맞춤).,마켓 메이킹 + 차익거래. 고객 주문 헤징 + 자체 차익. 옵션 마켓 메이킹으로 바이델타 헤징. 변동성 매매도 일부.,투자은행은 자기 자본으로 시장 유동성을 공급하는 역할. 프랍 트레이딩으로 수익 추구 + 마켓 메이킹으로 수수료 수익. 파생상품은 고객 헤징 주문 처리 + 자체 차익용이므로 비율이 높지만 투기 목적은 아님.,대형 투자은행. 프랍+마켓 메이킹. 글로벌 유동성 공급.
IB-04,LP,Deutsche Bank,IB,세계적 IB,ACTIVE,액티브,GLOBAL,ARBITRAGER,차익거래형,3000000000000000,3000조,0.65,0.18,,99.0,0.34,0.90,43.6,23.2,27.9,11.5,혼합 (우량+일부 고수익),마켓 메이킹 (유동성 공급),프랍 트레이딩 + 마켓 메이킹 인벤토리. 기관 고객 주문 실행. 자기 자본으로 방향성 베팅도 일부 수행.,마켓 메이킹 인벤토리. 국채·회사채 모두 취급. 유통시장 유동성 공급 역할. 등급은 혼합 (고객 수요에 맞춤).,마켓 메이킹 + 차익거래. 고객 주문 헤징 + 자체 차익. 옵션 마켓 메이킹으로 바이델타 헤징. 변동성 매매도 일부.,투자은행은 자기 자본으로 시장 유동성을 공급하는 역할. 프랍 트레이딩으로 수익 추구 + 마켓 메이킹으로 수수료 수익. 파생상품은 고객 헤징 주문 처리 + 자체 차익용이므로 비율이 높지만 투기 목적은 아님.,유럽 최대 IB. 차익거래+알고리즘 매매. 가격 차이 이용.
IB-05,LP,UBS Group,IB,세계적 IB,ACTIVE,액티브,GLOBAL,MARKET_MAKER,마켓 메이킹형,3000000000000000,3000조,0.53,0.60,,99.0,0.49,0.90,38.3,23,24.8,9.9,혼합 (우량+일부 고수익),마켓 메이킹 (유동성 공급),프랍 트레이딩 + 마켓 메이킹 인벤토리. 기관 고객 주문 실행. 자기 자본으로 방향성 베팅도 일부 수행.,마켓 메이킹 인벤토리. 국채·회사채 모두 취급. 유통시장 유동성 공급 역할. 등급은 혼합 (고객 수요에 맞춤).,마켓 메이킹 + 차익거래. 고객 주문 헤징 + 자체 차익. 옵션 마켓 메이킹으로 바이델타 헤징. 변동성 매매도 일부.,투자은행은 자기 자본으로 시장 유동성을 공급하는 역할. 프랍 트레이딩으로 수익 추구 + 마켓 메이킹으로 수수료 수익. 파생상품은 고객 헤징 주문 처리 + 자체 차익용이므로 비율이 높지만 투기 목적은 아님.,스위스 대형 IB. 프라이빗 뱅킹+마켓 메이킹.
IB-06,LP,Credit Suisse,IB,세계적 IB,ACTIVE,액티브,GLOBAL,ARBITRAGER,차익거래형,3000000000000000,3000조,0.50,0.20,,99.0,0.38,0.90,38.2,26.8,24.6,9.9,혼합 (우량+일부 고수익),마켓 메이킹 (유동성 공급),프랍 트레이딩 + 마켓 메이킹 인벤토리. 기관 고객 주문 실행. 자기 자본으로 방향성 베팅도 일부 수행.,마켓 메이킹 인벤토리. 국채·회사채 모두 취급. 유통시장 유동성 공급 역할. 등급은 혼합 (고객 수요에 맞춤).,마켓 메이킹 + 차익거래. 고객 주문 헤징 + 자체 차익. 옵션 마켓 메이킹으로 바이델타 헤징. 변동성 매매도 일부.,투자은행은 자기 자본으로 시장 유동성을 공급하는 역할. 프랍 트레이딩으로 수익 추구 + 마켓 메이킹으로 수수료 수익. 파생상품은 고객 헤징 주문 처리 + 자체 차익용이므로 비율이 높지만 투기 목적은 아님.,스위스 IB. 차익거래+위험 중립 전략.
IB-07,LP,Barclays (IB),IB,세계적 IB,ACTIVE,액티브,GLOBAL,MARKET_MAKER,마켓 메이킹형,3000000000000000,3000조,0.53,0.65,,99.0,0.41,0.90,38.8,25.4,22.7,10.1,혼합 (우량+일부 고수익),마켓 메이킹 (유동성 공급),프랍 트레이딩 + 마켓 메이킹 인벤토리. 기관 고객 주문 실행. 자기 자본으로 방향성 베팅도 일부 수행.,마켓 메이킹 인벤토리. 국채·회사채 모두 취급. 유통시장 유동성 공급 역할. 등급은 혼합 (고객 수요에 맞춤).,마켓 메이킹 + 차익거래. 고객 주문 헤징 + 자체 차익. 옵션 마켓 메이킹으로 바이델타 헤징. 변동성 매매도 일부.,투자은행은 자기 자본으로 시장 유동성을 공급하는 역할. 프랍 트레이딩으로 수익 추구 + 마켓 메이킹으로 수수료 수익. 파생상품은 고객 헤징 주문 처리 + 자체 차익용이므로 비율이 높지만 투기 목적은 아님.,영국 IB. 마켓 메이킹+유동성 공급.
IB-08,LP,Citi (Institutional),IB,세계적 IB,ACTIVE,액티브,GLOBAL,MARKET_MAKER,마켓 메이킹형,3000000000000000,3000조,0.42,0.63,,99.0,0.52,0.90,36.2,23.7,21.7,10.2,혼합 (우량+일부 고수익),마켓 메이킹 (유동성 공급),프랍 트레이딩 + 마켓 메이킹 인벤토리. 기관 고객 주문 실행. 자기 자본으로 방향성 베팅도 일부 수행.,마켓 메이킹 인벤토리. 국채·회사채 모두 취급. 유통시장 유동성 공급 역할. 등급은 혼합 (고객 수요에 맞춤).,마켓 메이킹 + 차익거래. 고객 주문 헤징 + 자체 차익. 옵션 마켓 메이킹으로 바이델타 헤징. 변동성 매매도 일부.,투자은행은 자기 자본으로 시장 유동성을 공급하는 역할. 프랍 트레이딩으로 수익 추구 + 마켓 메이킹으로 수수료 수익. 파생상품은 고객 헤징 주문 처리 + 자체 차익용이므로 비율이 높지만 투기 목적은 아님.,시티그룹 기관 부문. 글로벌 마켓 메이킹.
IB-09,LP,HSBC Global Banking,IB,세계적 IB,ACTIVE,액티브,GLOBAL,ARBITRAGER,차익거래형,3000000000000000,3000조,0.69,0.12,,99.0,0.34,0.90,43.9,22.2,26.5,11.2,혼합 (우량+일부 고수익),마켓 메이킹 (유동성 공급),프랍 트레이딩 + 마켓 메이킹 인벤토리. 기관 고객 주문 실행. 자기 자본으로 방향성 베팅도 일부 수행.,마켓 메이킹 인벤토리. 국채·회사채 모두 취급. 유통시장 유동성 공급 역할. 등급은 혼합 (고객 수요에 맞춤).,마켓 메이킹 + 차익거래. 고객 주문 헤징 + 자체 차익. 옵션 마켓 메이킹으로 바이델타 헤징. 변동성 매매도 일부.,투자은행은 자기 자본으로 시장 유동성을 공급하는 역할. 프랍 트레이딩으로 수익 추구 + 마켓 메이킹으로 수수료 수익. 파생상품은 고객 헤징 주문 처리 + 자체 차익용이므로 비율이 높지만 투기 목적은 아님.,아시아-유럽 축차 IB. 차익거래+유동성 공급.
IB-10,LP,BNP Paribas (IB),IB,세계적 IB,ACTIVE,액티브,GLOBAL,MARKET_MAKER,마켓 메이킹형,3000000000000000,3000조,0.48,0.51,,99.0,0.41,0.90,39.7,23.7,23.8,10.2,혼합 (우량+일부 고수익),마켓 메이킹 (유동성 공급),프랍 트레이딩 + 마켓 메이킹 인벤토리. 기관 고객 주문 실행. 자기 자본으로 방향성 베팅도 일부 수행.,마켓 메이킹 인벤토리. 국채·회사채 모두 취급. 유통시장 유동성 공급 역할. 등급은 혼합 (고객 수요에 맞춤).,마켓 메이킹 + 차익거래. 고객 주문 헤징 + 자체 차익. 옵션 마켓 메이킹으로 바이델타 헤징. 변동성 매매도 일부.,투자은행은 자기 자본으로 시장 유동성을 공급하는 역할. 프랍 트레이딩으로 수익 추구 + 마켓 메이킹으로 수수료 수익. 파생상품은 고객 헤징 주문 처리 + 자체 차익용이므로 비율이 높지만 투기 목적은 아님.,유럽 대형 IB. 마켓 메이킹+기관 주문.
MACRO-01,MACRO,BlackRock Strategic,PE_HEDGE,사모펀드,ACTIVE,액티브,GLOBAL,MOMENTUM,모멘텀 가속형,100000000000000,100조,0.94,0.18,,99.0,0.92,0.85,54.6,12.8,38.8,9.8,고수익채 (정크본드),투기 (방향성 베팅),롱숏 전략. 강세주 매수·약세주 공매도. 모멘텀 타기. 레버리지 활용. 변동성이 수익의 원천.,고수익채(정크본드·딜런스드 디스트레스드 채권) 매입. 부도 위험이 높지만 수익률도 높은 채권 선호. 일부 헷징용 CDS 보유.,공격적 투기. 레버리지 옵션·크레딧 디폴트 스왑(CDS). 방향성 베팅 적극. 숏 선물로 하락 베팅. 변동성 매매(VIX)도 활용.,"헤지펀드는 절대 수익(Absolute Return)이 유일한 목표. 벤치마크 없음. 고객이 위험을 감수할 각오가 되어 있으므로 파생상품·정크본드 비율이 가장 높음. 단, 리스크 관리를 위해 일부 헷징은 병행.",매크로 전략. 뉴스 즉시 반응. 모멘텀 가속화.
MACRO-02,MACRO,Bridgewater Alpha,PE_HEDGE,사모펀드,ACTIVE,액티브,GLOBAL,MOMENTUM,모멘텀 가속형,100000000000000,100조,0.88,0.17,,99.0,0.91,0.85,50.4,13.4,32,8.4,고수익채 (정크본드),투기 (방향성 베팅),롱숏 전략. 강세주 매수·약세주 공매도. 모멘텀 타기. 레버리지 활용. 변동성이 수익의 원천.,고수익채(정크본드·딜런스드 디스트레스드 채권) 매입. 부도 위험이 높지만 수익률도 높은 채권 선호. 일부 헷징용 CDS 보유.,공격적 투기. 레버리지 옵션·크레딧 디폴트 스왑(CDS). 방향성 베팅 적극. 숏 선물로 하락 베팅. 변동성 매매(VIX)도 활용.,"헤지펀드는 절대 수익(Absolute Return)이 유일한 목표. 벤치마크 없음. 고객이 위험을 감수할 각오가 되어 있으므로 파생상품·정크본드 비율이 가장 높음. 단, 리스크 관리를 위해 일부 헷징은 병행.",매크로 헤지. 뉴스 즉시 반응. 위기 시 공격적 매매.
MACRO-03,MACRO,Soros Fund Management,PE_HEDGE,사모펀드,ACTIVE,액티브,GLOBAL,MOMENTUM,모멘텀 가속형,100000000000000,100조,0.89,0.10,,99.0,0.95,0.85,48.4,12,38.4,9.4,고수익채 (정크본드),투기 (방향성 베팅),롱숏 전략. 강세주 매수·약세주 공매도. 모멘텀 타기. 레버리지 활용. 변동성이 수익의 원천.,고수익채(정크본드·딜런스드 디스트레스드 채권) 매입. 부도 위험이 높지만 수익률도 높은 채권 선호. 일부 헷징용 CDS 보유.,공격적 투기. 레버리지 옵션·크레딧 디폴트 스왑(CDS). 방향성 베팅 적극. 숏 선물로 하락 베팅. 변동성 매매(VIX)도 활용.,"헤지펀드는 절대 수익(Absolute Return)이 유일한 목표. 벤치마크 없음. 고객이 위험을 감수할 각오가 되어 있으므로 파생상품·정크본드 비율이 가장 높음. 단, 리스크 관리를 위해 일부 헷징은 병행.",전설적 매크로 펀드. 뉴스 즉시 반응. 모멘텀 가속화.
MACRO-04,MACRO,Tudor Investment Corp,PE_HEDGE,사모펀드,ACTIVE,액티브,GLOBAL,MOMENTUM,모멘텀 가속형,100000000000000,100조,0.94,0.13,,99.0,0.94,0.85,49.1,9.5,42.4,6.7,고수익채 (정크본드),투기 (방향성 베팅),롱숏 전략. 강세주 매수·약세주 공매도. 모멘텀 타기. 레버리지 활용. 변동성이 수익의 원천.,고수익채(정크본드·딜런스드 디스트레스드 채권) 매입. 부도 위험이 높지만 수익률도 높은 채권 선호. 일부 헷징용 CDS 보유.,공격적 투기. 레버리지 옵션·크레딧 디폴트 스왑(CDS). 방향성 베팅 적극. 숏 선물로 하락 베팅. 변동성 매매(VIX)도 활용.,"헤지펀드는 절대 수익(Absolute Return)이 유일한 목표. 벤치마크 없음. 고객이 위험을 감수할 각오가 되어 있으므로 파생상품·정크본드 비율이 가장 높음. 단, 리스크 관리를 위해 일부 헷징은 병행.",매크로 펀드. 뉴스 즉시 반응. 단기 모멘텀.
MACRO-05,MACRO,Brevan Howard,PE_HEDGE,사모펀드,ACTIVE,액티브,GLOBAL,MOMENTUM,모멘텀 가속형,100000000000000,100조,0.87,0.16,,99.0,0.92,0.85,44.1,9.7,33.9,6.9,고수익채 (정크본드),투기 (방향성 베팅),롱숏 전략. 강세주 매수·약세주 공매도. 모멘텀 타기. 레버리지 활용. 변동성이 수익의 원천.,고수익채(정크본드·딜런스드 디스트레스드 채권) 매입. 부도 위험이 높지만 수익률도 높은 채권 선호. 일부 헷징용 CDS 보유.,공격적 투기. 레버리지 옵션·크레딧 디폴트 스왑(CDS). 방향성 베팅 적극. 숏 선물로 하락 베팅. 변동성 매매(VIX)도 활용.,"헤지펀드는 절대 수익(Absolute Return)이 유일한 목표. 벤치마크 없음. 고객이 위험을 감수할 각오가 되어 있으므로 파생상품·정크본드 비율이 가장 높음. 단, 리스크 관리를 위해 일부 헷징은 병행.",매크로 채권 편향. 뉴스 즉시 반응. 금리/채권 민감.